;lemmantized_reviews
726;['stayed', 'center', 'parcs', 'longleat', 'thought', 'would', 'nice', 'take', 'child', 'aged', 'center', 'parcs', 'france', 'stupidly', 'assumed', 'standard', 'would', 'consistent', 'throughout', 'center', 'parcs', 'brand', '', 'wrong', 'could', 'firstly', 'point', 'stayed', 'vip', 'lakeview', 'cottage', 'top', 'range', 'accommodation', 'described', 'high', 'end', 'luxurious', 'fully', 'equipped', 'kitchen', 'trying', 'laugh', 'whilst', 'quoting', 'description', 'arrived', 'evening', 'met', 'pile', 'dirty', 'laundry', 'front', 'door', 'previous', 'guest', 'stay', 'opening', 'door', 'smell', 'stale', 'cigarette', 'smoke', 'really', 'quite', 'disgusting', 'disgusting', 'overwhelming', 'smell', 'urine', 'coming', 'toilet', 'hallway', 'bad', 'filled', 'cottage', 'door', 'left', 'open', 'already', 'feeling', 'disappointed', 'little', 'look', 'around', 'hoping', 'nt', 'get', 'worse', '', 'oh', 'yes', 'pile', 'cigarette', 'end', 'left', 'terrace', 'together', 'dirty', 'glass', 'half', 'filled', 'rain', 'water', 'used', 'ashtray', 'cobweb', 'around', 'light', 'main', 'bedroom', 'would', 'made', 'haunted', 'house', 'experience', 'envious', 'cigarette', 'ash', 'carpet', 'next', 'bed', 'leave', 'thinking', 'carpet', 'hoovered', 'stay', 'stain', 'wall', 'throughout', 'hole', 'sitting', 'room', 'upholstery', 'kitchen', 'cupboard', 'peeling', 'also', 'fully', 'equipped', 'kitchen', 'oven', 'except', 'combi', 'microwave', 'ovengrill', 'pizza', 'bought', 'kid', 'way', 'easy', 'first', 'night', 'meal', 'choice', 'waste', 'money', 'facility', 'cook', 'pizza', 'head', 'pick', 'bike', 'something', 'eat', 'one', 'restaurant', 'take', 'opportunity', 'point', 'stop', 'reception', 'put', 'first', 'complaint', 'cleanliness', 'cottage', 'detail', 'noted', 'assured', 'cleaning', 'team', 'would', 'notified', 'apology', 'offered', 'though', 'nt', 'even', 'seem', 'particularly', 'surprised', 'eating', 'arrive', 'back', 'cottage', 'find', 'everything', 'cleaner', 'point', 'late', 'complain', 'againin', 'morning', 'take', 'another', 'trip', 'reception', 'also', 'point', 'book', 'activity', 'queue', 'put', 'second', 'complaint', 'afternoon', 'action', 'taken', 'removal', 'dirty', 'laundry', 'want', 'spend', 'weekend', 'queueing', 'complain', 'take', 'matter', 'hand', 'buy', 'toilet', 'cleaning', 'product', 'air', 'freshenerwhilst', 'hand', 'knee', 'scrubbing', 'floor', 'around', 'toilet', 'disinfectant', 'wipe', 'obvious', 'floor', 'cottage', 'moped', 'long', 'time', 'wipe', 'black', 'point', 'insist', 'child', 'wear', 'flipflops', 'whilst', 'cottage', 'rather', 'walking', 'around', 'bare', 'foot', 'find', 'hoover', 'cupboard', 'give', 'bedroom', 'good', 'hoover', 'get', 'rid', 'cigarette', 'ash', 'although', 'clean', 'temporarily', 'helped', 'smell', 'toilet', 'urine', 'ingrained', 'floor', 'disgusting', 'smell', 'kept', 'coming', 'back', 'think', 'actually', 'would', 'gone', 'home', 'point', 'still', 'unable', 'sit', 'terrace', 'pile', 'cigarette', 'end', 'complain', '3rd', 'time', 'sunday', 'informing', 'reception', 'cleaned', 'bedroom', 'toilet', 'although', 'smell', 'keep', 'returning', 'interest', 'next', 'guest', 'really', 'need', 'get', 'terrace', 'cleaned', 'showed', 'photo', 'phone', 'make', 'sure', 'nothing', 'lost', 'translation', 'asked', 'minded', 'left', 'checked', 'following', 'morning', 'explained', 'point', 'could', 'nt', 'care', 'le', 'complaining', 'benefit', 'next', 'guest', 'would', 'never', 'returning', 'place', 'filthy', 'apology', 'surprise', 'hearing', 'comment', 'explanation', 'cleaning', 'request', 'passed', 'cleaning', 'team', 'sum', 'whole', 'experience', 'fact', 'taken', 'child', 'swimming', 'one', 'last', 'time', 'morning', 'check', 'joined', 'changing', 'room', 'cockroach', 'u2026', 'nice', 'aside', 'cleanliness', 'issue', 'center', 'parcs', 'also', 'safe', 'environment', 'child', 'almost', 'seemed', 'minority', 'came', 'cycling', 'think', 'center', 'parcs', 'think', 'outdoor', 'activity', 'safe', 'traffic', 'free', 'environment', 'kid', 'cycle', 'everywhere', 'could', 'truth', 'lac', 'dailette', 'many', 'people', 'continued', 'use', 'car', 'throughout', 'stay', 'nt', 'car', 'dodge', 'golf', 'cart', 'available', 'hire', 'needle', 'say', 'never', 'back']
727;['1st', 'time', 'center', 'parcshuge', 'place', 'pleasantly', 'surprised', 'style', 'cabin', 'colourful', 'scandinavian', 'style', 'wooden', 'chalet', 'building', 'well', 'set', 'spread', 'outwe', 'vip', 'lakeside', 'right', 'water', 'view', 'onto', 'lake', 'across', 'sailing', 'school', 'sidecar', 'free', 'resort', 'unload', 'car', 'cabin', 'briefly', 'park', 'main', 'car', 'park', 'rest', 'stay', 'definitely', 'need', 'bike', 'rent', 'golf', 'cart', 'clean', 'resort', 'well', 'laid', 'outlots', 'activitiesmanic', 'queue', 'book', 'activity', 'arrival', 'next', 'time', 'would', 'online', 'ahead', 'timefood', 'hoping', 'france', 'food', 'would', 'better', 'heard', 'cps', 'restaurant', 'choice', 'pizza', 'place', 'fine', 'though', 'service', 'slow', 'main', 'buffet', 'restaurant', 'marche', 'monde', 'kid', 'enjoyed', 'tex', 'mex', 'buffet', 'night', 'food', 'little', 'choice', 'restricted', 'diet', 'vegan', '', 'nt', 'offer', 'discount', 'given', 'thing', 'could', 'eat', 'quite', 'expensive', 'per', 'mouthful', '', 'said', 'ticked', 'kid', 'boxesamazing', 'zip', 'line', 'lovely', 'lakeside', 'beachawesome', 'water', 'park', 'busy', 'reasonably', 'well', 'spread', 'given', 'peak', 'time']
728;['last', 'minute', 'decision', 'family', 'adult', 'ado', 'kid', 'dog', 'lac', 'dailette', 'nice', 'cottage', 'lake', 'view', 'accommodation', 'clean', 'arrival', 'well', 'situated', 'end', 'terrace', 'cottage', 'cottage', 'level', 'one', 'bathroom', 'one', 'shower', 'room', 'great', 'terrace', 'small', 'garden', 'overlooking', 'lake', 'soon', 'arrived', 'local', 'wildlife', 'came', 'greet', 'duck', 'swan', 'nutria', 'female', 'cat', 'adorable', 'kitten', 'plenty', 'activity', 'recommand', 'strongly', 'rent', 'electric', 'boat', 'around', 'lake', 'aqua', 'undo', 'fabulous', 'making', 'everybody', 'happy', 'beach', 'area', 'lake', 'one', 'highlight', 'stay', 'could', 'enjoy', 'glorious', 'weather', 'including', 'dog', 'restaurant', 'always', 'center', 'parcs', 'cheap', 'say', 'fantastic', 'meal', 'italian', 'restaurant', 'excellent', 'service', 'lou', 'waitress', 'french', 'staff', 'friendly', 'helpful', 'nice', 'lot', 'local', 'get', 'tip', 'day', 'trip', 'also', 'went', 'visit', 'town', 'laon', 'incredible', 'medieval', 'town', 'minute', 'drive', 'away', 'free', 'visit', 'cathedral', 'must', 'wonderful', 'lunch', 'place', 'lhotel', 'ville', 'arcade', 'restaurant', 'great', 'friendly', 'service', 'one', 'best', 'duck', 'ever', 'eaten', 'side', 'many', 'reception', 'always', 'crowded', 'maybe', 'general', 'view', 'service', 'staff', 'could', 'hand', 'definitely', 'good', 'stay', 'beautiful', 'area', 'delighted', 'discover']
729;['two', 'year', 'running', 'easter', 'holiday', 'price', 'le', 'half', 'even', 'add', 'extra', 'fuel', 'tunnel', 'crossing', 'still', 'much', 'better', 'value', 'ukthe', 'pool', 'area', 'one', 'best', 'quite', 'centre', 'parcs', 'place', 'across', 'europe', 'second', 'longleatthe', 'house', 'colourful', 'different', 'almost', 'hidden', 'single', 'storey', 'affair', 'ukwill', 'definitely', 'next', 'year']
730;['nice', 'surrounding', 'parc', 'nice', 'swimming', 'poolbut', 'two', 'young', 'kid', 'year', 'old', 'recommendable', 'also', 'want', 'kind', 'luxury', 'went', 'premium', 'cottage', 'get', 'thing', 'applied', 'forno', 'bubble', 'bath', 'work', 'fix', 'looked', 'old', 'well', '2nd', 'according', 'center', 'parcs', 'parc', '2nd', 'due', 'mistake', 'webmaster', 'sorry', 'thats', 'problem', 'minenext', 'booker', 'know', 'car', 'allowed', 'clearly', 'stated', 'website', 'still', 'nt', 'found', 'even', 'looking', 'stay', 'fun', 'two', 'kid', 'also', 'need', 'walk', 'lotfor', 'solution', 'would', 'contact', 'almost', 'month', 'stay', 'still', 'answer', 'disappointing']
731;['say', 'get', 'pay', 'u00a31250', 'week', 'pretty', 'good', 'value', 'peak', 'season', 'holiday', 'dont', 'expect', 'luxury', 'two', 'main', 'complaint', 'air', 'conditioning', 'anywhere', 'odd', 'degree', 'must', 'opinion', 'food', 'adult', 'poor', 'worse', 'disney', 'ate', 'near', 'golf', 'club', 'cost', 'excellent', 'stayed', 'expensive', 'cottage', 'need', 'refurb', 'especially', 'outside', 'decking', 'shot', 'wont', 'returning']
732;['really', 'nice', 'place', 'stay', 'france', 'week', 'site', 'lot', 'amazing', 'activity', 'lot', 'holiday', 'parkthe', 'cottage', 'stayed', 'vip', 'cottage', 'bed', 'already', 'made', 'clean', 'tidy', 'cottage', 'stayed', 'bed', 'really', 'comfortable', 'cottage', 'place', 'stay', 'france', 'bed', 'comfortable', 'location', 'bed', 'really', 'comfortable', 'sleep', 'nightalso', 'pay', 'week', 'pas', 'check', 'update', 'device', 'get', 'get', 'card', 'wifi', 'code', 'use', 'wif', 'code', 'week', 'get', 'itanother', 'thing', 'cottage', 'close', 'lake', 'night', 'time', 'could', 'balcony', 'see', 'beautiful', 'sun', 'settingalso', 'centre', 'parcs', 'lot', 'site', 'aqua', 'mondo', 'swimming', 'pool', 'inside', 'swimming', 'pool', 'lot', 'different', 'water', 'slide', 'wild', 'water', 'course', 'really', 'fun', 'hot', 'tub', 'swimming', 'pool', 'inside', 'outside', 'also', 'swimming', 'pool', 'outside', 'swimming', 'pool', 'also', 'plunge', 'pool', 'really', 'cold', 'really', 'refreshing', 'really', 'hot', 'day', 'france', 'also', 'supermarket', 'site', 'buy', 'grocery', 'essential', 'shop', 'bakery', 'section', 'buy', 'freshly', 'baked', 'thing', 'also', 'restaurant', 'site', 'eat', 'itwhen', 'center', 'parcs', 'unloaded', 'stuff', 'holiday', 'cottage', 'park', 'car', 'main', 'car', 'park', 'parked', 'car', 'main', 'car', 'park', 'save', 'time', 'walking', 'back', 'holiday', 'cottage', 'hire', 'bike', 'golf', 'buggy', 'holiday', 'hired', 'bike', 'get', 'around', 'center', 'park', 'bike', 'really', 'useful', 'nt', 'walk', 'around', 'site', 'time', 'hiring', 'bike', 'choose', 'bike', 'want', 'bike', 'pay', 'bike', 'included', 'price', 'paired', 'themoverall', 'would', 'really', 'recommend', 'holiday', 'park', 'anyone', 'want', 'really', 'nice', 'week', 'away', 'really', 'nice', 'holiday', 'place', 'stay']
733;['love', 'center', 'parcs', 'well', 'whinfell', 'forest', 'actually', 'going', 'least', 'year', 'last', 'year', 'also', 'love', 'france', 'brainer', 'deciding', 'combine', 'two', 'pain', 'say', 'anything', 'negative', 'france', 'french', 'grandmother', 'french', 'ala', 'feel', 'must', 'give', 'honest', 'account', 'recent', 'holiday', 'theredirections', 'center', 'parcs', 'lac', 'dailette', 'nearby', 'laon', 'good', 'check', 'smooth', 'greeted', 'gate', 'girl', 'polite', 'spoke', 'good', 'english', 'gave', 'lodge', 'number', 'direction', 'drove', 'away', 'wondering', 'another', 'girl', 'check', 'gate', 'laughing', 'spending', 'week', 'vip', 'cottage', 'know', 'conversation', 'must', 'gone', 'along', 'line', 'u201chey', 'audrey', 'family', 'say', 'love', 'center', 'parcs', 'great', 'given', 'cottage', 'number', '747u201d', 'pair', 'doubled', 'laughing', 'also', 'sure', 'heard', 'suggs', 'singing', 'u201cwelcome', 'house', 'funu201d', 'drove', 'past', 'securityour', 'vip', 'villa', 'looked', 'promising', 'first', 'glance', 'shower', 'sauna', 'toilet', 'large', 'decked', 'area', 'overlooking', 'small', 'lake', 'min', 'walk', 'centre', 'however', 'cleaning', 'villa', 'great', 'stained', 'carpet', 'bedroom', 'cobweb', 'bed', 'ball', 'dust', 'settee', 'first', 'morning', 'pastry', 'delivery', 'arrive', 'promised', 'villa', 'package', 'plugged', 'toaster', 'fail', 'work', 'tripped', 'electric', 'cottage', 'found', 'number', 'leaflet', 'ring', 'technical', 'issue', 'tried', 'time', '930', 'onwards', 'avail', 'quickly', 'figured', 'open', 'fireplace', 'send', 'smoke', 'signal', 'summon', 'assistance', 'luckily', 'half', 'managed', 'sort', 'electric', 'later', 'went', 'information', 'desk', 'request', 'new', 'toasterthat', 'evening', 'went', 'bed', 'realise', 'significance', 'lodge', 'number', 'spa', 'bath', 'decided', 'u201cauto', 'nettoyageu201d', 'various', 'interval', 'night', 'despite', 'noone', 'using', 'first', 'time', 'happened', 'thought', 'jumbo', 'nearby', 'charles', 'gaulle', 'mistaken', 'porch', 'light', 'runway', 'stupidly', 'next', 'morning', 'tried', 'technical', 'helpline', 'number', 'several', 'time', 'answer', 'half', 'suggested', 'try', 'booking', 'enquiry', 'number', 'surprise', 'surprise', 'telephone', 'number', 'came', 'rapid', 'conclusion', 'would', 'joy', 'getting', 'hold', 'francois', 'hollande', 'asking', 'deliver', 'missing', 'pastry', 'getting', 'hold', 'someone', 'number', 'know', 'going', 'bit', 'pastry', 'looking', 'forward', 'trekked', 'reception', 'report', 'promised', 'u201ctechnicienu201d', 'would', 'come', 'take', 'look', 'next', 'night', 'thing', 'happened', 'reported', 'rather', 'bemused', 'looking', 'staff', 'member', 'told', 'switch', 'kid', 'point', 'ready', 'blow', 'like', 'toaster', 'refrained', 'instead', 'politely', 'ask', 'number', 'electric', 'board', 'could', 'think', 'employ', 'fody', 'method', 'customer', 'service', 'center', 'parcs', 'try', 'work', 'give', 'hint', 'last', 'word', 'yourselfwhich', 'brings', 'another', 'point', 'villa', 'come', 'instruction', 'appliance', 'like', 'playing', 'game', 'russian', 'roulette', 'switch', 'something', 'see', 'actually', 'work', 'break', 'completely', 'tried', 'use', 'dvd', 'player', 'soon', 'found', 'hdmi', 'supplied', 'scart', 'lead', 'u201ctechnicienu201d', 'arrived', 'reported', 'looked', 'shrugged', 'saying', 'nt', 'hdmi', 'cable', 'luckily', 'fun', 'nt', 'stop', 'word', 'jimmy', 'cricket', 'u201cand', '', 'u201d', 'decided', 'look', 'fact', 'despite', 'odd', 'degree', 'outside', 'temp', 'indoors', 'closer', '200', 'found', 'underfloor', 'heating', 'left', 'living', 'area', 'probably', 'sheikh', 'walking', 'around', 'downtown', 'riyadh', 'cooler', 'cottage', 'employing', 'aforementioned', 'fody', 'method', 'managed', 'sort', 'outwe', 'also', 'decided', 'sign', 'wifi', 'euro', 'day', 'teenager', 'without', 'instagram', 'etc', 'least', 'hour', 'day', 'turn', 'evil', 'edna', 'however', 'could', 'nt', 'connect', 'cottage', 'sending', 'smoke', 'signal', 'summon', 'help', 'response', 'decided', 'walk', 'centre', 'report', 'told', 'use', 'fody', 'ringing', 'people', 'supply', 'wifi', 'quickly', 'checked', 'told', 'modem', 'broke', 'cottage', 'needed', 'get', 'technician', 'look', 'point', 'first', 'name', 'term', 'technician', 'considering', 'asking', 'put', 'bed', 'lounge', 'saw', 'kid', 'holidaythe', 'vip', 'package', 'also', 'includes', 'towel', 'get', 'one', 'bath', 'hand', 'towel', 'one', 'hand', 'face', 'towel', 'per', 'person', 'older', 'might', 'struggle', 'towel', 'completely', 'cover', 'stepped', 'shower', 'first', 'night', 'disappointed', 'size', 'towel', 'reminded', 'scene', 'u201cplanes', 'train', 'automobilesu201d', 'steve', 'martin', 'use', 'face', 'cloth', 'dry', 'john', 'candy', 'used', 'measly', 'allowance', 'last', 'full', 'week', 'make', 'sure', 'take', 'big', 'towel', 'ate', 'italian', 'restaurant', 'time', 'said', 'must', 'attended', 'basil', 'fawlty', 'charm', 'school', 'pause', 'second', 'whilst', 'ordering', 'party', 'met', 'loud', 'abrupt', 'u2018et', 'managed', 'cut', 'tip', 'half', 'night', 'time', 'bordering', 'rude', 'appeared', 'impatient', 'get', 'around', 'drank', 'lot', 'wine', 'soothe', 'nerve', 'point', 'teetering', 'brink', 'collapse', 'positive', 'note', 'food', 'price', 'decent', 'euro', 'litre', 'house', 'wineentertainment', 'night', 'distinctly', 'average', 'quiz', 'french', 'english', 'night', 'included', 'fascinating', 'question', 'u201cwhat', 'length', 'largest', 'lake', 'france', '18kmb', '20kmc', '13kmd', 'nt', 'careit', 'every', 'time', 'methe', 'karaoke', 'soulless', 'lad', 'charisma', 'escargot', 'song', 'choice', 'well', 'word', 'abysmal', 'included', 'track', 'samantha', 'fox', 'u201ctouch', 'meu201d', 'anyone', 'ever', 'picked', 'personally', 'give', '100', 'euro', 'conclusion', 'given', 'star', 'one', 'aquamundo', 'fonz', 'name', 'fantastic', 'beautiful', 'area', 'cycle', 'ride', 'around', 'lac', 'dailette', 'missing', 'fun', 'house', 'cottage', 'rotating', 'barrel', 'array', 'distorted', 'mirror', 'love', 'good', 'laugh', 'bit', 'much', 'even', 'say', 'asked', 'return', 'hope', 'given', 'little', 'taster', 'holiday', 'decide', 'kind', 'holiday', 'would', 'like', 'partake', 'think', 'sticking', 'whinfell', 'forest', 'even', 'great', 'british', 'weather', '']
734;['stayed', 'bed', 'cottage', 'late', 'booking', 'weather', 'fantastic', 'parc', 'everything', 'needed', 'including', 'little', 'beach', 'aqua', 'mundo', 'water', 'park', 'fantastic', 'kid', 'would', 'spent', 'day', 'everyday', 'inside', 'cleanliness', 'cottage', 'particularly', 'great', 'magnificent', 'cobweb', 'side', 'fridge', 'garden', 'area', 'particularly', 'great', 'honest', 'time', 'bathroom', 'bed', 'linen', 'immaculate', 'though', 'kitchen', 'area', 'quite', 'small', 'much', 'room', 'store', 'thing', 'ate', 'site', 'italian', 'couple', 'time', 'depending', 'serf', 'depends', 'friendliness', 'place', 'waiter', 'second', 'visit', 'amazing', 'tipped', 'accordingly', 'unfortunately', 'waitress', 'first', 'visit', 'could', 'nt', 'muster', 'even', 'smile', 'food', 'gorgeous', 'though', 'occasion', 'hired', 'bike', 'two', 'day', 'wished', 'earlier', 'brilliant', 'cycle', 'route', 'site', 'shop', 'expensive', 'nearest', 'supermarket', 'mile', 'away', 'far', 'want', 'stock', 'would', 'recommend', 'nt', 'fussy', 'accommodation']
735;['would', 'definitely', 'recommend', 'staying', 'vip', 'accommodation', 'vip', 'cottage', '519', 'bedroomed', 'sauna', 'amp', 'whirlpool', 'bath', 'toilet', 'shower', 'huge', 'veranda', 'two', 'side', 'cottage', 'patio', 'door', 'leading', 'onto', 'overlooked', 'river', 'near', 'lake', 'need', 'coat', 'paint', 'looked', 'like', 'ongoing', 'project', 'veranda', 'looked', 'fine', 'nt', 'really', 'spoil', 'holiday', 'scuff', 'wall', 'etc', 'sort', 'thing', 'would', 'feel', 'need', 'photograph', 'post', 'cottage', 'clean', 'arrived', 'aqua', 'mundo', 'fab', 'play', 'park', 'indoor', 'play', 'area', 'child', 'age', 'amp', 'enjoyed', 'football', 'pitch', 'volleyball', 'court', 'beach', 'book', 'early', 'get', 'choose', 'free', 'activites', 'ask', 'quot', 'topping', 'list', 'quot', 'booking', 'desk', 'plenty', 'activites', 'could', 'pay', 'nt', 'find', 'expensive', 'compared', 'park', 'bike', 'hire', 'cheap', 'euro', 'child', 'bike', 'week', 'ate', 'italian', 'restaurant', 'amp', 'creperie', 'nice', 'nt', 'fancy', 'eat', 'buffet', 'nt', 'get', 'round', 'steak', 'house', 'looked', 'nice', 'poolside', 'snack', 'reasonable', 'onsite', 'supermarket', 'fine', 'nt', 'feel', 'need', 'stock', 'site', 'negative', 'comment', 'would', 'regarding', 'golf', 'buggy', 'people', 'hire', 'seemed', 'bit', 'unnecessary', 'choose', 'cottage', 'close', 'centre', 'away', 'say', 'min', 'walk', 'enjoy', 'stroll', 'considering', '24th', '31st', 'july', 'nt', 'really', 'problem', 'booking', 'activity', 'getting', 'table', 'restaurant', 'pool', 'nt', 'overcrowded', 'nt', 'long', 'queue', 'slide', 'bonus', 'holiday', 'saturday', 'night', 'firework', '11pmto', 'sum', 'center', 'parcs', 'probably', 'nt', 'quite', 'well', 'maintained', 'parcs', 'cost', 'approx', 'u00a31250', 'family', 'week', 'half', 'price', 'staying', 'similar', 'accommodation', 'would', 'hesitation', 'going', 'back', 'center', 'parcs', 'france']
